concept_cd,concept_path,name_char,concept_blob,update_date,download_date,import_date,sourcesystem_cd,upload_id,table_name
C15.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Thoracic esophagus\Thoracic esophagus\,Thoracic esophagus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Cervical esophagus\Cervical esophagus\,Cervical esophagus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\Overlapping lesion of esophagus\Overlapping lesion of esophagus\,Overlapping lesion of esophagus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Pericardial Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Pericardial Fluid\","Bladder, NOS:Pericardial Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Whole Blood,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Whole Blood\","Bladder, NOS:Whole Blood",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Vitreous Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Vitreous Fluid\","Bladder, NOS:Vitreous Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Gastric Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Gastric Fluid\","Bladder, NOS:Gastric Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Bone Marrow Plasma,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Bone Marrow Plasma\","Bladder, NOS:Bone Marrow Plasma",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Urine,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Urine\","Bladder, NOS:Urine",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Serum,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Serum\","Bladder, NOS:Serum",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Amniotic Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Amniotic Fluid\","Bladder, NOS:Amniotic Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C44.2:Feces,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\SKIN\External ear\External ear:Feces\,External ear:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Cerebrospinal Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Cerebrospinal Fluid\","Bladder, NOS:Cerebrospinal Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Bile,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Bile\","Bladder, NOS:Bile",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Synovial Fluid,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Synovial Fluid\","Bladder, NOS:Synovial Fluid",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Sweat,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Sweat\","Bladder, NOS:Sweat",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Body Cavity Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Body Cavity Fluid\,Overlapping lesion of bladder:Body Cavity Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Pericardial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Pericardial Fluid\,Overlapping lesion of bladder:Pericardial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Lavage,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Lavage\,Overlapping lesion of bladder:Lavage,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Whole Blood,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Whole Blood\,Overlapping lesion of bladder:Whole Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Vitreous Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Vitreous Fluid\,Overlapping lesion of bladder:Vitreous Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Gastric Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Gastric Fluid\,Overlapping lesion of bladder:Gastric Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Bone Marrow Plasma,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Bone Marrow Plasma\,Overlapping lesion of bladder:Bone Marrow Plasma,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Urine,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Urine\,Overlapping lesion of bladder:Urine,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Serum,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Serum\,Overlapping lesion of bladder:Serum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Amniotic Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Amniotic Fluid\,Overlapping lesion of bladder:Amniotic Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Cerebrospinal Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Cerebrospinal Fluid\,Overlapping lesion of bladder:Cerebrospinal Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM\","EYE, BRAIN AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\DIGESTIVE ORGANS\,DIGESTIVE ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\MALE GENITAL ORGANS\MALE GENITAL ORGANS\,MALE GENITAL ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\FEMALE GENITAL ORGANS\,FEMALE GENITAL ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.7,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Sigmoid colon\Sigmoid colon\,Sigmoid colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\,RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\BONES, JOINTS AND ARTICULAR CARTILAGE\BONES, JOINTS AND ARTICULAR CARTILAGE\","BONES, JOINTS AND ARTICULAR CARTILAGE",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\THYROID AND OTHER ENDOCRINE GLANDS\,THYROID AND OTHER ENDOCRINE GLANDS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\LIP, ORAL CAVITY AND PHARYNX\","LIP, ORAL CAVITY AND PHARYNX",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\URINARY TRACT\URINARY TRACT\,URINARY TRACT,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C20,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\RECTUM\RECTUM\,RECTUM,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:protein,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:protein\,Bladder neck:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C15,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\ESOPHAGUS\ESOPHAGUS\,ESOPHAGUS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\COLON\,COLON,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C23,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\GALLBLADDER\GALLBLADDER\,GALLBLADDER,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.3,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Hepatic flexure of colon\Hepatic flexure of colon\,Hepatic flexure of colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Colon, NOS\Colon, NOS\","Colon, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.6,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Descending colon\Descending colon\,Descending colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Cecum\Cecum\,Cecum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.5,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Splenic flexure of colon\Splenic flexure of colon\,Splenic flexure of colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Ascending colon\Ascending colon\,Ascending colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.4,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Transverse colon\Transverse colon\,Transverse colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Overlapping lesion of colon\Overlapping lesion of colon\,Overlapping lesion of colon,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C18.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\COLON\Appendix\Appendix\,Appendix,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C23.9,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\GALLBLADDER\Gallbladder\Gallbladder\,Gallbladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\Ampulla of Vater\Ampulla of Vater\,Ampulla of Vater,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Feces,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Feces\","Bladder, NOS:Feces",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Fixed Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Fixed Tissue\","Bladder, NOS:Fixed Tissue",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Fixed Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Fixed Tissue Block\","Bladder, NOS:Fixed Tissue Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Frozen Tissue Block,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Frozen Tissue Block\","Bladder, NOS:Frozen Tissue Block",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Fixed Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Fixed Tissue Slide\","Bladder, NOS:Fixed Tissue Slide",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Frozen Tissue Slide,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Frozen Tissue Slide\","Bladder, NOS:Frozen Tissue Slide",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9:Fresh Tissue,"\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS:Fresh Tissue\","Bladder, NOS:Fresh Tissue",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Fresh Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Fresh Tissue\,Overlapping lesion of bladder:Fresh Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Microdissected,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Microdissected\,Overlapping lesion of bladder:Microdissected,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8:Frozen Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder:Frozen Tissue\,Overlapping lesion of bladder:Frozen Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C24,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT\,OTHER AND UNSPECIFIED PARTS OF BILIARY TRACT,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C22,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\LIVER AND INTRAHEPATIC BILE DUCTS\LIVER AND INTRAHEPATIC BILE DUCTS\,LIVER AND INTRAHEPATIC BILE DUCTS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C19,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\RECTOSIGMOID JUNCTION\RECTOSIGMOID JUNCTION\,RECTOSIGMOID JUNCTION,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C25,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\PANCREAS\PANCREAS\,PANCREAS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C26,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\OTHER AND ILL-DEFINED DIGESTIVE ORGANS\OTHER AND ILL-DEFINED DIGESTIVE ORGANS\,OTHER AND ILL-DEFINED DIGESTIVE ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C17,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\SMALL INTESTINE\SMALL INTESTINE\,SMALL INTESTINE,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C21,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\ANUS AND ANAL CANAL\ANUS AND ANAL CANAL\,ANUS AND ANAL CANAL,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C16,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\DIGESTIVE ORGANS\STOMACH\STOMACH\,STOMACH,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C63,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\MALE GENITAL ORGANS\OTHER AND UNSPECIFIED MALE GENITAL ORGANS\OTHER AND UNSPECIFIED MALE GENITAL ORGANS\,OTHER AND UNSPECIFIED MALE GENITAL ORGANS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C62,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\MALE GENITAL ORGANS\TESTIS\TESTIS\,TESTIS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C61,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\MALE GENITAL ORGANS\PROSTATE GLAND\PROSTATE GLAND\,PROSTATE GLAND,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C60,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\MALE GENITAL ORGANS\PENIS\PENIS\,PENIS,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.2:Total Nucleic Acid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Round ligament\Round ligament:Total Nucleic Acid\,Round ligament:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Bile,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Bile\,Overlapping lesion of urinary organs:Bile,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Synovial Fluid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Synovial Fluid\,Overlapping lesion of urinary organs:Synovial Fluid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Sweat,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Sweat\,Overlapping lesion of urinary organs:Sweat,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Feces,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Feces\,Overlapping lesion of urinary organs:Feces,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Fixed Tissue,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Fixed Tissue\,Overlapping lesion of urinary organs:Fixed Tissue,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Fixed Tissue Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Fixed Tissue Block\,Overlapping lesion of urinary organs:Fixed Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Frozen Tissue Block,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Frozen Tissue Block\,Overlapping lesion of urinary organs:Frozen Tissue Block,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.8:Fixed Tissue Slide,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Overlapping lesion of urinary organs\Overlapping lesion of urinary organs:Fixed Tissue Slide\,Overlapping lesion of urinary organs:Fixed Tissue Slide,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1:protein,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder:protein\,Dome of bladder:protein,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
"C67.5:RNA, cytoplasmic","\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:RNA, cytoplasmic\","Bladder neck:RNA, cytoplasmic",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Total Nucleic Acid,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Total Nucleic Acid\,Bladder neck:Total Nucleic Acid,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Whole Genome Amplified DNA,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Whole Genome Amplified DNA\,Bladder neck:Whole Genome Amplified DNA,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5:Frozen Cell Pellet,\Private\UNSW-MCO\Biospecimens\Anatomical Site (ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck:Frozen Cell Pellet\,Bladder neck:Frozen Cell Pellet,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
